release_id	paper_id	doi	mechanism_claim_id	record_index	public_v1_included	review_status	publication_grade	claim_text	entity_scope	evidence_class	direct_assay_types	source_locator	limitations	source_reviewed	source_final_path
amp-evidence-atlas-v1-rc1	doi__10.1002_advs.202401793		mech-002-sqr-activity-inhibition	2	true	accepted_with_cautions	true	SR25 inhibits E. coli complex-II SQR activity, with stronger SQR inhibition than SDH inhibition in the enzyme-activity panel.	SR25 against E. coli complex II / SQR	direct_mechanism	"[""SQR enzyme activity assay"",""SDH enzyme activity assay""]"	"{""figure_path"":""paper_packets/doi__10.1002_advs.202401793/extracted/oa_package/local-DBAASP-PMC11321617/PMC11321617/ADVS-11-2401793-g008.jpg"",""locator"":""xml:sec=10:Identification of Interaction Mechanism between SR25 and Complex II; xml:fig=6:a"",""source_path"":""source/paper.xml""}"	Enzyme panel supports SQR activity inhibition; it does not by itself locate the peptide-binding residue interface.	true	papers/doi__10.1002_advs.202401793/final/mechanism_ontology_record.json
amp-evidence-atlas-v1-rc1	doi__10.1002_advs.202401793		mech-003-sdhd-binding	3	true	accepted_with_cautions	true	SR25 binds the SdhD subunit of SQR; fluorescence quenching of purified SdhD and lower binding constants for SdhD mutants support the SdhD interaction, while docking and alanine scanning are supporting computational evidence.	SR25 with purified E. coli SdhD and SdhD mutants	direct_mechanism	"[""fluorescence quenching spectroscopy"",""mutant binding-constant comparison""]"	"{""figure_path"":""paper_packets/doi__10.1002_advs.202401793/extracted/oa_package/local-DBAASP-PMC11321617/PMC11321617/ADVS-11-2401793-g008.jpg"",""locator"":""xml:sec=10:Identification of Interaction Mechanism between SR25 and Complex II; xml:fig=6:f-g; supp:ADVS-11-2401793-s001.doc:Table S6-S7"",""source_path"":""source/paper.xml; source/supplementary/ADVS-11-2401793-s001.doc""}"	Docking, MD, MM/PBSA, and alanine scanning are computational support; the direct class rests on purified-protein fluorescence quenching and mutant binding constants.	true	papers/doi__10.1002_advs.202401793/final/mechanism_ontology_record.json
amp-evidence-atlas-v1-rc1	doi__10.1002_advs.202401793		mech-004-omics-energy-metabolism	4	true	accepted_with_cautions	true	Transcriptomic and metabolomic data support perturbation of TCA-cycle and oxidative-phosphorylation pathways after SR25 exposure, motivating the SQR target follow-up.	SR25-treated E. coli omics response	phenotype_supported	[]	"{""locator"":""xml:sec=9:Multi‐Omics Investigation of Further Action Mechanism; xml:fig=5; supp:ADVS-11-2401793-s002.xls:KEGG enrichment rows containing sdhABCD"",""source_path"":""source/paper.xml; source/supplementary/ADVS-11-2401793-s002.xls""}"	Omics enrichment is pathway support and is not treated as a direct molecular target by itself.	true	papers/doi__10.1002_advs.202401793/final/mechanism_ontology_record.json
amp-evidence-atlas-v1-rc1	doi__10.1002_advs.202507457	10.1002/advs.202507457	mech-001-kppepgen-computational-generation	1	true	accepted_with_cautions	true	KPPepGen uses knowledge-aware pathogen prompts with diffusion generation to design pathogen-specific candidate antimicrobial peptides.	KPPepGen generated peptide candidates Pep1-Pep10	computational_model_design		"{""locator"":""xml:abstract; xml:sec=2.1; xml:fig=1"",""source_path"":""papers/doi__10.1002_advs.202507457/source/paper.xml""}"	This is a computational design/generation mechanism, not a direct biological antimicrobial mechanism assay.	true	papers/doi__10.1002_advs.202507457/final/mechanism_ontology_record.json
amp-evidence-atlas-v1-rc1	doi__10.1002_advs.202507457	10.1002/advs.202507457	mech-002-docking-md-screening-computational	2	true	accepted_with_cautions	true	Candidate prioritization used pathogen-specific classifiers, docking, MD simulation, MM-PBSA binding free-energy estimates, and RMSF stability analyses before wet-lab testing.	Pep1-Pep10 candidate selection workflow	computational_only		"{""locator"":""xml:sec=2.6; xml:fig=6a; supplementary:S2.2"",""source_path"":""papers/doi__10.1002_advs.202507457/source/paper.xml""}"	Docking and MD are screening evidence only and are not promoted to direct mechanism in bacterial cells.	true	papers/doi__10.1002_advs.202507457/final/mechanism_ontology_record.json
amp-evidence-atlas-v1-rc1	doi__10.1002_advs.202507457	10.1002/advs.202507457	mech-003-wet-lab-phenotype-no-direct-mechanism	3	true	accepted_with_cautions	true	Wet-lab MIC and CCK-8 assays support antimicrobial phenotype and low cytotoxicity for generated peptides, but the paper does not provide direct membrane disruption, uptake, target-binding, or resistance mechanism assays for Pep1-Pep10.	Pep1-Pep10 wet-lab evaluation	phenotype_supported_no_direct_mechanism		"{""locator"":""xml:sec=2.6; xml:fig=6b-c"",""source_path"":""papers/doi__10.1002_advs.202507457/source/paper.xml""}"	Mechanism remains bounded to phenotype plus computational screening; no direct mechanism assay type is assigned.	true	papers/doi__10.1002_advs.202507457/final/mechanism_ontology_record.json
amp-evidence-atlas-v1-rc1	doi__10.1002_advs.202516470		mech-001-liposome-leakage	1	true	accepted_with_cautions	true	The selected peptides induce carboxyfluorescein leakage from POPE/POPG liposomes; peptides 615, 623, and 1304 show stronger leakage than 58, 98, and 201 in the source discussion of Figure 5D.	screened peptides 58, 98, 201, 615, 623, 1304; peptide 68 excluded from single-molecule analysis because labeling altered permeability behavior	direct_mechanism	"[""carboxyfluorescein_liposome_leakage""]"	"{""figure_image_path"":""/root/work/抗菌肽/数据库/batch/4-team/paper_packets/doi__10.1002_advs.202516470/extracted/oa_package/local-APD6-pmc_package/PMC12904036/ADVS-13-e16470-g004.jpg"",""locator"":""xml:sec=6:Experimental Verification; xml:fig=5:D; xml:sec=20:Peptide-Induced Leakage of Liposomes"",""source_path"":""source/paper.xml""}"	Model-liposome leakage supports membrane disruption but is not an intact-cell molecular target assay.	true	papers/doi__10.1002_advs.202516470/final/mechanism_ontology_record.json
amp-evidence-atlas-v1-rc1	doi__10.1002_advs.202516470		mech-002-oligomerization	2	true	accepted_with_cautions	true	Single-molecule photobleaching on supported lipid bilayers shows peptide oligomerization states including dimers, trimers, and tetramers, with peptides 615, 623, and 1304 having stronger dimer/oligomer tendency.	fluorescently labeled screened peptides on POPE/POPG supported lipid bilayers	direct_mechanism	"[""single_molecule_TIRF_photobleaching""]"	"{""figure_image_path"":""/root/work/抗菌肽/数据库/batch/4-team/paper_packets/doi__10.1002_advs.202516470/extracted/oa_package/local-APD6-pmc_package/PMC12904036/ADVS-13-e16470-g004.jpg"",""locator"":""xml:sec=6:Experimental Verification; xml:fig=5:A-C; xml:sec=23:Single Molecule Photobleaching Imaging and Analysis"",""source_path"":""source/paper.xml""}"	Peptide 68 was not used for quantitative single-molecule analysis after labeling altered membrane permeability behavior.	true	papers/doi__10.1002_advs.202516470/final/mechanism_ontology_record.json
amp-evidence-atlas-v1-rc1	doi__10.1002_advs.202516470		mech-003-pore-formation	3	true	accepted_with_cautions	true	Single-channel bilayer recordings show clear step transitions for peptides 615, 623, and 1304, supporting pore formation in the model membrane; peptide 68 shows gradual current increase and peptides 58, 98, and 201 lack clear pore-forming signals.	peptides 615, 623, 1304 as pore-forming subset; 68 as membrane-disruptive but not clear pore-forming; 58/98/201 no clear pore signal	direct_mechanism	"[""single_channel_bilayer_recording""]"	"{""figure_image_path"":""/root/work/抗菌肽/数据库/batch/4-team/paper_packets/doi__10.1002_advs.202516470/extracted/oa_package/local-APD6-pmc_package/PMC12904036/ADVS-13-e16470-g004.jpg"",""locator"":""xml:sec=6:Experimental Verification; xml:fig=5:F; xml:sec=25:Single-Channel Bilayer Experiments; supp:Figure S6"",""source_path"":""source/paper.xml"",""supplementary_sources"":[{""locator"":""supplementary_text:Figure S6 references"",""source_path"":""/root/work/抗菌肽/数据库/batch/4-team/paper_packets/doi__10.1002_advs.202516470/extracted/supplementary_text/ADVS-13-e16470-s001.txt""}]}"	Pore formation is limited to model bilayer evidence for 615/623/1304; do not generalize to all seven peptides.	true	papers/doi__10.1002_advs.202516470/final/mechanism_ontology_record.json
amp-evidence-atlas-v1-rc1	doi__10.1002_advs.202516470		mech-004-lipid-selectivity-context	4	true	accepted_with_cautions	true	Pore formation or peptide-membrane interaction is reported for PE:PG model bacterial membranes and not pure PC lipid in the tested context, consistent with activity against bacteria and low HEK293T/RBC toxicity.	model membrane selectivity context for the screened peptides	supportive_mechanistic_context	[]	"{""locator"":""xml:sec=6:Experimental Verification; xml:fig=3; xml:fig=5; xml:sec=7:Discussion"",""source_path"":""source/paper.xml""}"	This is cross-assay contextual support, not a standalone direct cellular mechanism.	true	papers/doi__10.1002_advs.202516470/final/mechanism_ontology_record.json
amp-evidence-atlas-v1-rc1	doi__10.1002_anie.201901589	10.1002/anie.201901589	mech-001	1	true	accepted_with_cautions	true	Active lugdunin analogues correlate antimicrobial activity with dissipation of S. aureus NCTC8325 membrane potential.	lugdunin and selected active/inactive analogues tested in this paper	direct_mechanism	"[""DiOC2(3) bacterial membrane-potential assay""]"	"{""locator"":""xml:fig=3 and body paragraphs around Figure 3"",""source_path"":""paper_packets/doi__10.1002_anie.201901589/raw/paper.xml"",""supplementary_sources"":[""paper_packets/doi__10.1002_anie.201901589/extracted/supplementary_text/ANIE-58-9234-s001.txt:Figure S11 and membrane potential assay""]}"	Supports membrane-potential dissipation, not a specific protein target.	true	papers/doi__10.1002_anie.201901589/final/mechanism_ontology_record.json
