release_id	paper_id	doi	review_status	publication_grade	source_reviewed	public_v1_included	exclusion_reason	database_audit_records	activity_records	mechanism_claims	reviewed_at	review_model	reasoning_effort	materials_exhausted	validator_contract_passed	final_outputs_ready	caution_count	open_rework_ticket_count	source_final_review_path
amp-evidence-atlas-v1-rc2	doi__10.1007_s00253-023-12887-5	10.1007/s00253-023-12887-5	accepted_with_cautions	true	true	true		11	12	3	2026-05-01T15:08:51Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1007_s00253-023-12887-5/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s00253-023-12947-w		accepted_with_cautions	true	true	true		3	134	3	2026-05-01T15:28:11Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1007_s00253-023-12947-w/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s00262-014-1540-0	10.1007/s00262-014-1540-0	accepted_with_cautions	true	true	true		3	12	3	2026-05-01T15:39:21Z	gpt-5.5	xhigh		true	True	4	0	papers/doi__10.1007_s00262-014-1540-0/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s00438-026-02390-7		accepted_with_cautions	true	true	true		2	3	3	2026-05-01T15:54:08Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1007_s00438-026-02390-7/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s00726-012-1388-6	10.1007/s00726-012-1388-6	accepted_with_cautions	true	true	true		220	72	5	2026-05-01T04:18:12Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1007_s00726-012-1388-6/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s00726-017-2449-7		accepted_with_cautions	true	true	true		26	11	3	2026-05-01T03:15:35Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1007_s00726-017-2449-7/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s00726-017-2473-7		accepted_with_cautions	true	true	true		269	132	3	2026-05-01T04:01:56Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1007_s00726-017-2473-7/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s00726-018-2575-x		accepted_with_cautions	true	true	true		135	63	3	2026-05-01T17:04:38Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1007_s00726-018-2575-x/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s10295-013-1259-5		accepted_with_cautions	true	true	true		47	54	3	2026-05-01T17:17:00Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1007_s10295-013-1259-5/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s10526-022-10132-y		accepted_with_cautions	true	true	true		64	122	2	2026-05-01T17:30:36Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1007_s10526-022-10132-y/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s10989-014-9423-y		accepted_with_cautions	true	true	true		97	45	3	2026-05-01T17:48:03Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1007_s10989-014-9423-y/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s10989-015-9494-4		accepted_with_cautions	true	true	true		145	72	4	2026-05-01T18:09:14Z	gpt-5.5	xhigh		true		6	0	papers/doi__10.1007_s10989-015-9494-4/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s11274-016-2171-8		accepted_with_cautions	true	true	true		140	66	3	2026-05-01T18:22:02Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1007_s11274-016-2171-8/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s12539-016-0163-x		accepted_with_cautions	true	true	true		73	30	2	2026-06-22T08:42:59Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1007_s12539-016-0163-x/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s12602-018-9444-5		accepted_with_cautions	true	true	true		76	63	3	2026-05-01T18:44:28Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1007_s12602-018-9444-5/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s12602-018-9501-0		accepted_with_cautions	true	true	true		246	312	2	2026-05-02T02:54:54Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1007_s12602-018-9501-0/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s12602-022-10036-4		blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	82	14	3	2026-05-01T06:53:53Z	gpt-5.5	xhigh		true		2	0	papers/doi__10.1007_s12602-022-10036-4/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s12602-025-10542-1		accepted_with_cautions	true	true	true		341	295	4	2026-05-01T14:26:41Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1007_s12602-025-10542-1/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s13238-014-0061-0	10.1007/s13238-014-0061-0	accepted_with_cautions	true	true	true		141	90	3	2026-05-01T05:11:51Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1007_s13238-014-0061-0/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1007_s13659-014-0037-z		accepted_with_cautions	true	true	true		2	4	1	2026-05-01T12:29:29Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1007_s13659-014-0037-z/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.antiviral.2005.10.005		accepted_with_cautions	true	true	true		12	8	2	2026-06-20T08:39:33.160651Z	gpt-5.5	xhigh		true		2	0	papers/doi__10.1016_j.antiviral.2005.10.005/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.antiviral.2008.10.001		accepted_with_cautions	true	true	true		56	10	3	2026-06-20T08:58:06Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.antiviral.2008.10.001/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.antiviral.2013.11.013	10.1016/j.antiviral.2013.11.013	accepted_with_cautions	true	true	true		73	16	3	2026-05-01T05:35:46Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1016_j.antiviral.2013.11.013/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.antiviral.2017.11.021		accepted_with_cautions	true	true	true		24	12	3	2026-05-01T12:47:48Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1016_j.antiviral.2017.11.021/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.antiviral.2022.105270		accepted_with_cautions	true	true	true		16	3	3	2026-05-01T07:36:44Z	gpt-5.5	xhigh		true	True	5	0	papers/doi__10.1016_j.antiviral.2022.105270/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.apsb.2021.07.026		accepted_with_cautions	true	true	true		108	96	2	2026-06-20T09:14:59Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.apsb.2021.07.026/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.bbrc.2004.04.141	10.1016/j.bbrc.2004.04.141	accepted_with_cautions	true	true	true		7	4	3	2026-05-01T06:05:35Z	gpt-5.5	xhigh		true	True	3	0	papers/doi__10.1016_j.bbrc.2004.04.141/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.bbrc.2004.05.046		needs_targeted_rework	false	true	false	needs_targeted_rework	15	0	1	2026-05-01T16:19:09Z	gpt-5.5	xhigh		true		1	0	papers/doi__10.1016_j.bbrc.2004.05.046/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.bbrep.2024.101747	10.1016/j.bbrep.2024.101747	accepted_with_cautions	true	true	true		23	9	3	2026-05-02T03:21:29Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.bbrep.2024.101747/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.biomaterials.2013.01.075		accepted_with_cautions	true	true	true		160	9	3	2026-05-02T03:44:25Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1016_j.biomaterials.2013.01.075/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.biomaterials.2013.12.049	10.1016/j.biomaterials.2013.12.049	accepted_with_cautions	true	true	true		22	12	3	2026-05-02T01:35:58Z	gpt-5.5	xhigh		true	True	4	0	papers/doi__10.1016_j.biomaterials.2013.12.049/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.btre.2020.e00583		accepted_with_cautions	true	true	true		63	164	4	2026-05-01T17:24:58Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.btre.2020.e00583/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.cell.2024.07.027		blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	410	200	3	2026-05-02T02:14:19Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.cell.2024.07.027/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.celrep.2020.108254		needs_targeted_rework	false	true	false	needs_targeted_rework	15	0	3	2026-05-01T17:46:52Z	gpt-5.5	xhigh		true		1	0	papers/doi__10.1016_j.celrep.2020.108254/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.celrep.2021.108959		needs_targeted_rework	false	true	false	needs_targeted_rework	9	0	3	2026-05-01T17:50:19Z	gpt-5.5	xhigh		true		1	0	papers/doi__10.1016_j.celrep.2021.108959/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.csbj.2021.08.039		accepted_with_cautions	true	true	true		386	340	3	2026-05-02T02:38:42Z	gpt-5.5	xhigh		true		2	0	papers/doi__10.1016_j.csbj.2021.08.039/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.csbj.2023.05.006		accepted_with_cautions	true	true	true		120	88	3	2026-05-01T18:28:58Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1016_j.csbj.2023.05.006/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.csbj.2023.11.031		accepted_with_cautions	true	true	true		412	502	3	2026-05-02T03:01:31Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.csbj.2023.11.031/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.csbj.2024.05.020		accepted_with_cautions	true	true	true		115	72	4	2026-05-02T03:32:20Z	gpt-5.5	xhigh		true	True	5	0	papers/doi__10.1016_j.csbj.2024.05.020/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.csbj.2024.09.006	10.1016/j.csbj.2024.09.006	accepted_with_cautions	true	true	true		309	266	4	2026-05-02T04:01:00Z	gpt-5.5	xhigh		true	True	5	0	papers/doi__10.1016_j.csbj.2024.09.006/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.dib.2019.104538		accepted_with_cautions	true	true	true		12	5	3	2026-05-02T04:22:58Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.dib.2019.104538/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.ebiom.2020.102775		accepted_with_cautions	true	true	true		141	197	4	2026-05-02T01:40:30Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1016_j.ebiom.2020.102775/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.fob.2014.01.007		accepted_with_cautions	true	true	true		6	9	4	2026-05-02T02:26:25Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1016_j.fob.2014.01.007/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.heliyon.2021.e07980		accepted_with_cautions	true	true	true		9	16	1	2026-05-02T02:45:44Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1016_j.heliyon.2021.e07980/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.isci.2020.100999		needs_targeted_rework	false	true	false	needs_targeted_rework	51	0	2	2026-05-01T16:09:37Z	gpt-5.5	xhigh		true		1	0	papers/doi__10.1016_j.isci.2020.100999/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.isci.2020.101785	10.1016/j.isci.2020.101785	accepted_with_cautions	true	true	true		66	6	5	2026-06-22T08:11:58Z	gpt-5.5	xhigh		true		6	0	papers/doi__10.1016_j.isci.2020.101785/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.isci.2021.102480		blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	9	17	3	2026-05-02T03:34:23Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.isci.2021.102480/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.isci.2024.110404	10.1016/j.isci.2024.110404	accepted_with_cautions	true	true	true		4	53	4	2026-05-02T04:03:31Z	gpt-5.5	xhigh		true	True	4	0	papers/doi__10.1016_j.isci.2024.110404/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.isci.2025.113286	10.1016/j.isci.2025.113286	accepted_with_cautions	true	true	true		3	35	3	2026-05-02T04:28:41Z	gpt-5.5	xhigh		true	True	3	0	papers/doi__10.1016_j.isci.2025.113286/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.jacbts.2020.10.003		needs_targeted_rework	false	true	false	needs_targeted_rework	13	0	3	2026-05-01T17:24:15Z	gpt-5.5	xhigh		true		1	0	papers/doi__10.1016_j.jacbts.2020.10.003/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.jare.2024.01.023		accepted_with_cautions	true	true	true		423	280	6	2026-05-02T01:53:55Z	gpt-5.5	xhigh		true	True	3	0	papers/doi__10.1016_j.jare.2024.01.023/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.jare.2024.02.016	10.1016/j.jare.2024.02.016	accepted_with_cautions	true	true	true		133	72	5	2026-05-02T02:21:59Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1016_j.jare.2024.02.016/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.jare.2024.09.017		accepted_with_cautions	true	true	true		147	725	3	2026-05-01T18:18:02Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1016_j.jare.2024.09.017/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.jare.2025.01.005		accepted_with_cautions	true	true	true		67	34	2	2026-05-02T02:43:36Z	gpt-5.5	xhigh		true		2	0	papers/doi__10.1016_j.jare.2025.01.005/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.jare.2025.01.029		accepted_with_cautions	true	true	true		338	274	3	2026-05-02T03:17:42Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.jare.2025.01.029/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.jbc.2021.100657		accepted_with_cautions	true	true	true		3	21	3	2026-05-01T19:01:18Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1016_j.jbc.2021.100657/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.jbc.2022.101822		accepted_with_cautions	true	true	true		3	78	3	2026-05-01T19:18:35Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.jbc.2022.101822/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.jbc.2022.102724		accepted_with_cautions	true	true	true		30	14	4	2026-05-01T14:25:45Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.jbc.2022.102724/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.jmb.2009.10.032		needs_targeted_rework	false	true	false	needs_targeted_rework	8	0	1	2026-05-01T14:28:45Z	gpt-5.5	xhigh		true		1	0	papers/doi__10.1016_j.jmb.2009.10.032/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.jsps.2023.04.001	10.1016/j.jsps.2023.04.001	accepted_with_cautions	true	true	true		6	16	3	2026-05-01T14:51:30Z	gpt-5.5	xhigh		true	True	3	0	papers/doi__10.1016_j.jsps.2023.04.001/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.omtn.2020.05.006		accepted_with_cautions	true	true	true		2	12	3	2026-05-01T15:08:12Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1016_j.omtn.2020.05.006/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.omto.2019.12.001	10.1016/j.omto.2019.12.001	accepted_with_cautions	true	true	true		19	16	4	2026-05-02T03:36:52Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1016_j.omto.2019.12.001/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.peptides.2003.07.025		accepted_with_cautions	true	true	true		76	64	3	2026-05-02T04:05:02Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1016_j.peptides.2003.07.025/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.peptides.2008.04.022		accepted_with_cautions	true	true	true		41	17	2	2026-05-02T04:24:19Z	gpt-5.5	xhigh		true	True	5	0	papers/doi__10.1016_j.peptides.2008.04.022/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.peptides.2011.05.015		accepted_with_cautions	true	true	true		36	13	2	2026-06-20T08:53:40Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.peptides.2011.05.015/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.psj.2023.102695	10.1016/j.psj.2023.102695	accepted_with_cautions	true	true	true		63	53	4	2026-05-01T16:25:53Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1016_j.psj.2023.102695/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.tibtech.2009.07.004		blocked_missing_primary_material	false	true	false	blocked_missing_primary_material	8	0	3	2026-05-01T16:39:05Z	gpt-5.5	xhigh		true		2	0	papers/doi__10.1016_j.tibtech.2009.07.004/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.tibtech.2024.09.008	10.1016/j.tibtech.2024.09.008	accepted_with_cautions	true	true	true		439	897	3	2026-05-02T01:44:01Z	gpt-5.5	xhigh		true	True	3	0	papers/doi__10.1016_j.tibtech.2024.09.008/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.toxrep.2015.06.011		accepted_with_cautions	true	true	true		10	17	3	2026-05-01T17:11:05Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1016_j.toxrep.2015.06.011/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.ultsonch.2021.105676		accepted_with_cautions	true	true	true		11	6	4	2026-05-02T02:12:41Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1016_j.ultsonch.2021.105676/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.vetmic.2020.108708		accepted_with_cautions	true	true	true		6	30	4	2026-05-01T17:52:34Z	gpt-5.5	xhigh		true		5	0	papers/doi__10.1016_j.vetmic.2020.108708/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.virol.2006.01.029		needs_targeted_rework	false	true	false	needs_targeted_rework	56	0	2	2026-05-01T17:51:48Z	gpt-5.5	xhigh		true		1	0	papers/doi__10.1016_j.virol.2006.01.029/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.virol.2010.11.014		needs_targeted_rework	false	true	false	needs_targeted_rework	12	6	3	2026-05-02T02:36:52Z	gpt-5.5	xhigh		true		2	0	papers/doi__10.1016_j.virol.2010.11.014/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.virol.2017.07.033		needs_targeted_rework	false	true	false	needs_targeted_rework	26	0	3	2026-05-01T18:12:33Z	gpt-5.5	xhigh		true		1	0	papers/doi__10.1016_j.virol.2017.07.033/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.virusres.2006.03.001		needs_targeted_rework	false	true	false	needs_targeted_rework	94	0	2	2026-05-01T18:25:21Z	gpt-5.5	xhigh		true		1	0	papers/doi__10.1016_j.virusres.2006.03.001/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_j.yjsbx.2023.100091		accepted_with_cautions	true	true	true		11	17	4	2026-05-02T02:56:20Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1016_j.yjsbx.2023.100091/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1016_s0140-6736(04)15788-7		needs_targeted_rework	false	true	false	needs_targeted_rework	21	0	2	2026-05-01T18:45:37Z	gpt-5.5	xhigh		true		1	0	papers/doi__10.1016_s0140-6736(04)15788-7/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1017_s0031182017000506		accepted_with_cautions	true	true	true		5	10	3	2026-05-02T05:34:15Z	gpt-5.5	xhigh		true		4	0	papers/doi__10.1017_s0031182017000506/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1021_acs.biochem.0c00565		accepted_with_cautions	true	true	true		328	149	3	2026-05-02T06:18:57Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1021_acs.biochem.0c00565/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1021_acs.inorgchem.1c02101		accepted_with_cautions	true	true	true		129	135	3	2026-05-02T06:40:59Z	gpt-5.5	xhigh		true	True	3	0	papers/doi__10.1021_acs.inorgchem.1c02101/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1021_acs.jafc.1c08139		accepted_with_cautions	true	true	true		57	76	3	2026-05-02T07:06:40Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1021_acs.jafc.1c08139/final/review_report.json
amp-evidence-atlas-v1-rc2	doi__10.1021_acs.jafc.5c02065		accepted_with_cautions	true	true	true		140	73	3	2026-05-02T07:41:23Z	gpt-5.5	xhigh		true		3	0	papers/doi__10.1021_acs.jafc.5c02065/final/review_report.json
