paper_id,triage_class,target_queue,audit_bucket,ready_for_owner_worker_after_material_repair,recommended_next_action_from_audit,material_queue_status,analysis_queue_status,review_status,publication_grade,material_exhausted,total_pdf_files,total_xml_files,total_package_files,total_supplementary_files,total_true_supplementary_candidates,total_html_or_landing_supplementary,total_unknown_supplementary,stageable_asset_name_count,package_member_count,package_image_member_count,figure_asset_count,xml_table_locator_count,supplementary_table_count,pdf_table_count,database_row_total,open_rework_ticket_count,rework_request_count,rework_response_count,material_rework_ticket_count,analysis_rework_ticket_count,adjudication_rework_ticket_count,rework_target_queue_counts,packet_material_staging_status,packet_material_staging_generated_at,packet_material_change_at,packet_material_changed,packet_locator_index_repair_at,packet_locator_index_repair_count,packet_material_staged_asset_count,packet_material_staged_text_record_count,packet_material_staged_table_count,bounded_rework_result_updated_at,material_staging_newer_than_bounded_rework,material_repair_surface,packet_material_staging_report,feedback_failure_codes,feedback_owner_workers,bounded_result_status,bounded_result_reason_code,failure_codes,has_hard_missing_source_gap_signal,has_analysis_owner_gap_signal,found_asset_roots,alternate_identifier_roots,alternate_identifier_material_present,stageable_asset_names,sample_paths_checked
doi__10.1021_acs.jmedchem.2c01469,material_or_exact_value_unrecoverable,keep_non_publication_grade_backlog,still_unrecoverable_backlog,false,Owner-worker already ran after available material repair and strict gates remained blocked; keep non-publication-grade until new evidence or policy change.,material_extracted_with_gaps,analysis_needs_analysis_rework,needs_targeted_rework,false,all_true,4,6,4,4,4,0,0,4,54,44,44,166,0,0,427,1,1,1,0,3,0,"{""analysis"": 3}",,,,false,,0,0,0,0,2026-05-02T10:16:51Z,false,none,,codex_worker_timeout;database_conflicts_require_adjudication;full_source_review_not_completed,worker-4 + worker-6;worker-6,blocked_after_best_effort,codex_worker_timeout,codex_worker_timeout;database_conflicts_require_adjudication;full_source_review_not_completed,false,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acs.jmedchem.2c01469;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.1021_acs.jmedchem.2c01469,,false,local-DBAASP-PMC9743092.tar.gz;local-DRAMP-36442155.tar.gz;local-DRAMP-jm2c01469_si_001.pdf;local-DRAMP-jm2c01469_si_002.csv,paper_packets/doi__10.1021_acs.jmedchem.2c01469/packet_manifest.json;paper_packets/doi__10.1021_acs.jmedchem.2c01469/extraction/extraction_status.json;paper_packets/doi__10.1021_acs.jmedchem.2c01469/locators/locator_index.json;papers/doi__10.1021_acs.jmedchem.2c01469/work/review/quality_feedback.json
doi__10.1038_s41467-024-51933-2,figure_exact_value_or_digitization_needed,manual_digitization_or_keep_backlog,still_unrecoverable_backlog,false,Keep non-publication-grade; the remaining blocker is missing primary/source-data/sequence evidence rather than a locally controllable figure-digitization task.,material_extracted_with_gaps,analysis_needs_analysis_rework,needs_targeted_rework,false,all_true,6,4,0,20,0,20,0,0,0,0,0,34,0,0,385,1,2,2,0,1,3,"{""adjudication"": 3, ""analysis"": 1}",,,,false,,0,0,0,0,2026-05-03T04:33:11Z,false,none,,database_mutation_descriptor_sequence_conflicts_preserved;obtainable_only_source_gap_documented;supplementary_source_data_not_locally_landed;unrecoverable_local_source_data_gap,worker-4 + worker-6;worker-6,blocked_after_best_effort,obtainable_only_source_gap_documented,database_mutation_descriptor_sequence_conflicts_preserved;obtainable_only_source_gap_documented;supplementary_source_data_not_locally_landed,true,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_s41467-024-51933-2;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.1038_s41467-024-51933-2,,false,,paper_packets/doi__10.1038_s41467-024-51933-2/packet_manifest.json;paper_packets/doi__10.1038_s41467-024-51933-2/extraction/extraction_status.json;paper_packets/doi__10.1038_s41467-024-51933-2/locators/locator_index.json;papers/doi__10.1038_s41467-024-51933-2/work/review/quality_feedback.json
doi__10.1128_mbio.02451-20,material_or_exact_value_unrecoverable,keep_non_publication_grade_backlog,still_unrecoverable_backlog,false,Owner-worker already ran after available material repair and strict gates remained blocked; keep non-publication-grade until new evidence or policy change.,material_extracted_with_gaps,analysis_needs_analysis_rework,needs_targeted_rework,false,all_true,4,6,4,0,0,0,0,2,42,36,36,16,0,0,83,1,1,2,0,3,0,"{""analysis"": 3}",,,,false,,0,0,0,0,2026-05-05T16:13:03Z,false,none,,codex_worker_nonzero_exit;database_conflicts_require_adjudication;full_source_review_not_completed;obtainable_only_source_gap_documented,worker-4 + worker-6;worker-6,blocked_after_best_effort,obtainable_only_source_gap_documented,codex_worker_nonzero_exit;database_conflicts_require_adjudication;full_source_review_not_completed;obtainable_only_source_gap_documented,false,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1128_mbio.02451-20;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.1128_mbio.02451-20,,false,local-DBAASP-PMC7751257.tar.gz;local-DRAMP-33310780.tar.gz,paper_packets/doi__10.1128_mbio.02451-20/packet_manifest.json;paper_packets/doi__10.1128_mbio.02451-20/extraction/extraction_status.json;paper_packets/doi__10.1128_mbio.02451-20/locators/locator_index.json;papers/doi__10.1128_mbio.02451-20/work/review/quality_feedback.json
doi__10.1128_spectrum.02013-21,figure_exact_value_or_digitization_needed,manual_digitization_or_keep_backlog,still_unrecoverable_backlog,false,Keep non-publication-grade; the remaining blocker is missing primary/source-data/sequence evidence rather than a locally controllable figure-digitization task.,material_extracted_with_gaps,analysis_needs_analysis_rework,needs_targeted_rework,false,all_true,4,6,4,0,0,0,0,2,38,32,32,18,0,0,94,1,1,3,0,3,0,"{""analysis"": 3}",,,,false,,0,0,0,0,2026-05-03T18:02:33Z,false,none,,database_activity_scope_conflict_unresolved;figure_only_toxicity_exact_values_unrecoverable;obtainable_only_source_gap_documented;worker4_database_exact_toxicity_values_not_locally_recoverable,worker-4;worker-4 + worker-6;worker-6,blocked_after_best_effort,obtainable_only_source_gap_documented,database_activity_scope_conflict_unresolved;figure_only_toxicity_exact_values_unrecoverable;obtainable_only_source_gap_documented,true,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1128_spectrum.02013-21;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.1128_spectrum.02013-21,,false,local-DBAASP-PMC9045357.tar.gz;local-DRAMP-35289673.tar.gz,paper_packets/doi__10.1128_spectrum.02013-21/packet_manifest.json;paper_packets/doi__10.1128_spectrum.02013-21/extraction/extraction_status.json;paper_packets/doi__10.1128_spectrum.02013-21/locators/locator_index.json;papers/doi__10.1128_spectrum.02013-21/work/review/quality_feedback.json
doi__10.1371_journal.pone.0100670,material_or_exact_value_unrecoverable,keep_non_publication_grade_backlog,still_unrecoverable_backlog,false,Owner-worker already ran after available material repair and strict gates remained blocked; keep non-publication-grade until new evidence or policy change.,material_extracted_with_gaps,analysis_needs_analysis_rework,needs_targeted_rework,false,all_true,6,4,2,18,0,18,0,1,27,24,24,0,0,0,3,1,1,1,0,3,0,"{""analysis"": 3}",,,,false,,0,0,0,0,2026-05-06T00:33:24Z,false,none,,codex_worker_nonzero_exit;database_conflicts_require_adjudication;full_source_review_not_completed;no_supported_activity_rows_extracted,worker-2;worker-4 + worker-6;worker-6,blocked_after_best_effort,codex_worker_nonzero_exit,codex_worker_nonzero_exit;database_conflicts_require_adjudication;full_source_review_not_completed;no_supported_activity_rows_extracted,false,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1371_journal.pone.0100670;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.1371_journal.pone.0100670,,false,local-DRAMP-25000246.tar.gz,paper_packets/doi__10.1371_journal.pone.0100670/packet_manifest.json;paper_packets/doi__10.1371_journal.pone.0100670/extraction/extraction_status.json;paper_packets/doi__10.1371_journal.pone.0100670/locators/locator_index.json;papers/doi__10.1371_journal.pone.0100670/work/review/quality_feedback.json
doi__10.21203_rs.3.rs-3457760_v1,material_or_exact_value_unrecoverable,keep_non_publication_grade_backlog,still_unrecoverable_backlog,false,Owner-worker already ran after available material repair and strict gates remained blocked; keep non-publication-grade until new evidence or policy change.,material_extracted_with_gaps,analysis_needs_analysis_rework,needs_targeted_rework,false,all_true,4,2,0,4,2,2,0,1,0,0,0,0,0,0,3,1,1,1,0,3,0,"{""analysis"": 3}",,,,false,,0,0,0,0,2026-05-06T08:01:34Z,false,none,,codex_worker_nonzero_exit;database_conflicts_require_adjudication;full_source_review_not_completed;no_supported_activity_rows_extracted,worker-2;worker-4 + worker-6;worker-6,blocked_after_best_effort,codex_worker_nonzero_exit,codex_worker_nonzero_exit;database_conflicts_require_adjudication;full_source_review_not_completed;no_supported_activity_rows_extracted,false,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.21203_rs.3.rs-3457760_v1;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.21203_rs.3.rs-3457760_v1,,false,landing-2.docx,paper_packets/doi__10.21203_rs.3.rs-3457760_v1/packet_manifest.json;paper_packets/doi__10.21203_rs.3.rs-3457760_v1/extraction/extraction_status.json;paper_packets/doi__10.21203_rs.3.rs-3457760_v1/locators/locator_index.json;papers/doi__10.21203_rs.3.rs-3457760_v1/work/review/quality_feedback.json
doi__10.21203_rs.3.rs-3491947_v1,material_or_exact_value_unrecoverable,keep_non_publication_grade_backlog,still_unrecoverable_backlog,false,Owner-worker already ran after available material repair and strict gates remained blocked; keep non-publication-grade until new evidence or policy change.,material_extracted_with_gaps,analysis_needs_analysis_rework,needs_targeted_rework,false,all_true,4,2,0,8,0,8,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,"{""analysis"": 3}",,,,false,,0,0,0,0,2026-05-06T09:13:35Z,false,none,,codex_worker_nonzero_exit;database_conflicts_require_adjudication;full_source_review_not_completed;no_supported_activity_rows_extracted,worker-2;worker-4 + worker-6;worker-6,blocked_after_best_effort,codex_worker_nonzero_exit,codex_worker_nonzero_exit;database_conflicts_require_adjudication;full_source_review_not_completed;no_supported_activity_rows_extracted,false,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.21203_rs.3.rs-3491947_v1;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.21203_rs.3.rs-3491947_v1,,false,,paper_packets/doi__10.21203_rs.3.rs-3491947_v1/packet_manifest.json;paper_packets/doi__10.21203_rs.3.rs-3491947_v1/extraction/extraction_status.json;paper_packets/doi__10.21203_rs.3.rs-3491947_v1/locators/locator_index.json;papers/doi__10.21203_rs.3.rs-3491947_v1/work/review/quality_feedback.json
doi__10.3390_antibiotics8010031,material_or_exact_value_unrecoverable,keep_non_publication_grade_backlog,still_unrecoverable_backlog,false,Owner-worker already ran after available material repair and strict gates remained blocked; keep non-publication-grade until new evidence or policy change.,material_extracted_with_gaps,analysis_blocked_unrecoverable_material_gap,needs_targeted_rework,false,all_true,2,2,2,0,0,0,0,1,5,2,2,18,0,0,1,1,1,2,0,3,0,"{""analysis"": 3}",,,,false,,0,0,0,0,2026-05-07T15:04:50Z,false,none,,activity_toxicity_rows_not_locally_supported;activity_toxicity_values_not_locally_supported;obtainable_only_source_gap_documented;publication_grade_blocked_by_unrecoverable_activity_gap,worker-2;worker-2 + worker-6;worker-6,blocked_after_best_effort,obtainable_only_source_gap_documented,activity_toxicity_values_not_locally_supported;obtainable_only_source_gap_documented;publication_grade_blocked_by_unrecoverable_activity_gap,false,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.3390_antibiotics8010031;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.3390_antibiotics8010031,,false,local-DRAMP-30909507.tar.gz,paper_packets/doi__10.3390_antibiotics8010031/packet_manifest.json;paper_packets/doi__10.3390_antibiotics8010031/extraction/extraction_status.json;paper_packets/doi__10.3390_antibiotics8010031/locators/locator_index.json;papers/doi__10.3390_antibiotics8010031/work/review/quality_feedback.json
doi__10.3390_ijms222111869,material_or_exact_value_unrecoverable,keep_non_publication_grade_backlog,still_unrecoverable_backlog,false,Owner-worker already ran after available material repair and strict gates remained blocked; keep non-publication-grade until new evidence or policy change.,material_extracted_with_gaps,analysis_needs_analysis_rework,needs_targeted_rework,false,all_true,2,2,2,2,2,0,0,2,16,12,12,5,0,0,36,1,1,1,0,3,0,"{""analysis"": 3}",,,,false,,0,0,0,0,2026-05-08T14:11:16Z,false,none,,codex_api_or_network_error;database_conflicts_require_adjudication;full_source_review_not_completed;no_supported_activity_rows_extracted,worker-2;worker-4 + worker-6;worker-6,blocked_after_best_effort,codex_api_or_network_error,codex_api_or_network_error;database_conflicts_require_adjudication;full_source_review_not_completed;no_supported_activity_rows_extracted,false,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.3390_ijms222111869;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.3390_ijms222111869,,false,local-DRAMP-34769299.tar.gz;local-DRAMP-ijms-22-11869-s001.zip,paper_packets/doi__10.3390_ijms222111869/packet_manifest.json;paper_packets/doi__10.3390_ijms222111869/extraction/extraction_status.json;paper_packets/doi__10.3390_ijms222111869/locators/locator_index.json;papers/doi__10.3390_ijms222111869/work/review/quality_feedback.json
doi__10.3390_pharmaceutics14040693,figure_exact_value_or_digitization_needed,manual_digitization_or_keep_backlog,still_unrecoverable_backlog,false,Keep non-publication-grade; the remaining blocker is missing primary/source-data/sequence evidence rather than a locally controllable figure-digitization task.,material_extracted_with_gaps,analysis_needs_analysis_rework,needs_targeted_rework,false,all_true,2,4,2,0,0,0,0,1,14,10,10,65,0,0,215,1,2,3,0,4,0,"{""analysis"": 4}",,,,false,,0,0,0,0,2026-05-09T17:47:35Z,false,none,,database_source_conflicts_preserved;obtainable_only_source_gap_documented;primary_one_letter_sequence_table_not_locally_recoverable;primary_sequence_evidence_absent_after_bounded_local_recovery;publication_grade_refused_due_unrecoverable_gap,worker-4;worker-4 + worker-6;worker-6,blocked_after_best_effort,obtainable_only_source_gap_documented,database_source_conflicts_preserved;obtainable_only_source_gap_documented;primary_one_letter_sequence_table_not_locally_recoverable;publication_grade_refused_due_unrecoverable_gap,true,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.3390_pharmaceutics14040693;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.3390_pharmaceutics14040693,,false,local-DBAASP-PMC9026428.tar.gz,paper_packets/doi__10.3390_pharmaceutics14040693/packet_manifest.json;paper_packets/doi__10.3390_pharmaceutics14040693/extraction/extraction_status.json;paper_packets/doi__10.3390_pharmaceutics14040693/locators/locator_index.json;papers/doi__10.3390_pharmaceutics14040693/work/review/quality_feedback.json
doi__10.3390_v11070609,material_or_exact_value_unrecoverable,keep_non_publication_grade_backlog,still_unrecoverable_backlog,false,Owner-worker already ran after available material repair and strict gates remained blocked; keep non-publication-grade until new evidence or policy change.,material_extracted_with_gaps,analysis_needs_analysis_rework,needs_targeted_rework,false,all_true,4,6,4,0,0,0,0,2,42,36,36,39,0,0,336,1,1,1,0,3,0,"{""analysis"": 3}",,,,false,,0,0,0,0,2026-05-10T16:33:39Z,false,none,,codex_worker_nonzero_exit;database_conflicts_require_adjudication;full_source_review_not_completed;no_supported_activity_rows_extracted,worker-2;worker-4 + worker-6;worker-6,blocked_after_best_effort,codex_worker_nonzero_exit,codex_worker_nonzero_exit;database_conflicts_require_adjudication;full_source_review_not_completed;no_supported_activity_rows_extracted,false,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.3390_v11070609;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.3390_v11070609,,false,local-DBAASP-PMC6669600.tar.gz;local-DRAMP-31277353.tar.gz,paper_packets/doi__10.3390_v11070609/packet_manifest.json;paper_packets/doi__10.3390_v11070609/extraction/extraction_status.json;paper_packets/doi__10.3390_v11070609/locators/locator_index.json;papers/doi__10.3390_v11070609/work/review/quality_feedback.json
doi__10.3390_v13071246,material_or_exact_value_unrecoverable,keep_non_publication_grade_backlog,still_unrecoverable_backlog,false,Owner-worker already ran after available material repair and strict gates remained blocked; keep non-publication-grade until new evidence or policy change.,material_extracted_with_gaps,analysis_needs_analysis_rework,needs_targeted_rework,false,all_true,2,2,2,2,2,0,0,2,20,16,16,0,0,0,102,1,1,1,0,3,0,"{""analysis"": 3}",,,,false,,0,0,0,0,2026-05-10T18:10:17Z,false,none,,codex_worker_nonzero_exit;database_conflicts_require_adjudication;full_source_review_not_completed;no_supported_activity_rows_extracted,worker-2;worker-4 + worker-6;worker-6,blocked_after_best_effort,codex_worker_nonzero_exit,codex_worker_nonzero_exit;database_conflicts_require_adjudication;full_source_review_not_completed;no_supported_activity_rows_extracted,false,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.3390_v13071246;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.3390_v13071246,,false,local-DRAMP-34206990.tar.gz;local-DRAMP-viruses-13-01246-s001.zip,paper_packets/doi__10.3390_v13071246/packet_manifest.json;paper_packets/doi__10.3390_v13071246/extraction/extraction_status.json;paper_packets/doi__10.3390_v13071246/locators/locator_index.json;papers/doi__10.3390_v13071246/work/review/quality_feedback.json
doi__10.7717_peerj.10176,material_or_exact_value_unrecoverable,keep_non_publication_grade_backlog,still_unrecoverable_backlog,false,Owner-worker already ran after available material repair and strict gates remained blocked; keep non-publication-grade until new evidence or policy change.,material_extracted_with_gaps,analysis_needs_analysis_rework,needs_targeted_rework,false,all_true,6,6,4,24,10,14,0,7,42,26,26,32,9,0,120,1,3,2,0,7,0,"{""analysis"": 7}",,,,false,,0,0,0,0,2026-05-10T17:38:48Z,false,none,,activity_table_and_supplement_rows_incomplete;mechanism_placeholders_require_source_review;obtainable_only_source_gap_documented,worker-2;worker-5;worker-6,blocked_after_best_effort,obtainable_only_source_gap_documented,activity_table_and_supplement_rows_incomplete;mechanism_placeholders_require_source_review;obtainable_only_source_gap_documented,false,false,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.7717_peerj.10176;/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/downloaded_assets/papers/doi__10.7717_peerj.10176,,false,local-DBAASP-PMC7713595.tar.gz;local-DRAMP-33335804.tar.gz;local-DRAMP-peerj-08-10176-s005.pdf;local-DRAMP-peerj-08-10176-s006.pdf;local-DRAMP-peerj-08-10176-s007.xlsx;local-DRAMP-peerj-08-10176-s008.xlsx;local-DRAMP-peerj-08-10176-s009.xlsx,paper_packets/doi__10.7717_peerj.10176/packet_manifest.json;paper_packets/doi__10.7717_peerj.10176/extraction/extraction_status.json;paper_packets/doi__10.7717_peerj.10176/locators/locator_index.json;papers/doi__10.7717_peerj.10176/work/review/quality_feedback.json
